Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
151.101.36.133-192.168.1.177-443-34330-6,192.168.1.177,34330,151.101.36.133,443,6,08/05/2019 03:54:58,46837,2,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,661.8698891901702,85.40256634711874,15612.333333333332,26422.916045231144,46121.0,64.0,46185.0,46185.0,0.0,46185.0,46185.0,716.0,716.0,0.0,716.0,716.0,0,0,0,0,52,64,42.70128317355937,42.70128317355937,0.0,31.0,6.2,13.863621460498697,192.20000000000002,0,0,0,0,1,1,0,0,1.0,7.75,0.0,15.5,0,0,0,0,0,0,2,0,2,31,237,59,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.177-192.0.73.2-47744-443-6,192.0.73.2,443,192.168.1.177,47744,6,08/05/2019 03:55:11,51,3,0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0,0,0,0,1235294.1176470588,58823.529411764706,25.5,20.506096654409877,40.0,11.0,51.0,25.5,20.506096654409877,40.0,11.0,0,0,0,0,0,1,0,0,0,60,0,58823.529411764706,0.0,0.0,39.0,25.5,18.411952639521967,339.0,0,1,0,0,1,0,0,0,0.0,34.0,21.0,0.0,0,0,0,0,0,0,3,63,0,0,62,-1,1,20,0,0,0,0,0,0,0,0,No Label
192.168.1.177-192.0.73.2-47744-443-6,192.168.1.177,47744,192.0.73.2,443,6,08/05/2019 03:55:11,163,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12269.938650306749,163.0,0.0,163.0,163.0,163.0,163.0,0.0,163.0,163.0,0,0,0,0,0,0,0,0,0,40,0,12269.938650306749,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,282,-1,0,20,0,0,0,0,0,0,0,0,No Label
185.26.182.111-192.168.1.177-443-59246-6,192.168.1.177,59246,185.26.182.111,443,6,08/05/2019 03:54:55,21872023,8,7,957.0,555.0,517.0,0.0,119.625,209.32881686817174,368.0,0.0,79.28571428571429,139.47367049699653,69.12940791988012,0.6858076182527789,1562287.3571428573,5799376.5771290995,2.1711529E7,23.0,2.1872E7,3124571.4285714286,8196155.600492605,2.1711572E7,196.0,2.1835751E7,3639291.8333333335,8874890.91786443,2.1755053E7,66.0,0,0,0,0,264,232,0.3657640630681488,0.3200435551846302,0.0,517.0,94.50000000000001,171.0843846371336,29269.866666666676,0,0,0,1,0,0,0,0,0.0,100.8,119.625,79.28571428571429,0,0,0,0,0,0,8,957,7,555,29200,62,3,32,160428.0,0.0,160428.0,160428.0,2.1711529E7,0.0,2.1711529E7,2.1711529E7,No Label
185.26.182.111-192.168.1.177-443-59220-6,185.26.182.111,443,192.168.1.177,59220,6,08/05/2019 03:55:18,63,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,492063.49206349207,47619.04761904762,31.5,14.849242404917497,42.0,21.0,63.0,63.0,0.0,63.0,63.0,0,0,0,0,0,1,0,0,0,64,32,31746.031746031746,15873.015873015873,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,64,254,0,32,0,0,0,0,0,0,0,0,No Label
192.168.1.177-64.233.165.102-42747-443-17,192.168.1.177,42747,64.233.165.102,443,17,08/05/2019 03:55:54,16664,5,5,2131.0,1733.0,1350.0,28.0,426.2,589.0570430781725,1350.0,18.0,346.6,574.918081121128,231877.10033605376,600.0960153624579,1851.5555555555552,2907.0706523539766,7899.0,16.0,16664.0,4166.0,4727.641201839807,8364.0,34.0,8542.0,2135.5,2848.306455890354,6043.0,16.0,0,0,0,0,40,40,300.04800768122897,300.04800768122897,18.0,1350.0,473.9999999999999,597.4972803285384,357003.0,0,0,0,0,0,0,0,0,1.0,521.4,426.2,346.6,0,0,0,0,0,0,5,2131,5,1733,-1,-1,4,8,0,0,0,0,0,0,0,0,No Label
192.168.1.177-64.233.163.188-46472-5228-6,192.168.1.177,46472,64.233.163.188,5228,6,08/05/2019 03:55:03,45066475,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08875777393284033,1.5022158333333332E7,2.600135850737129E7,4.5045941E7,10135.0,4.5056076E7,4.5056076E7,0.0,4.5056076E7,4.5056076E7,4.505634E7,4.505634E7,0.0,4.505634E7,4.505634E7,0,0,0,0,64,64,0.044378886966420165,0.044378886966420165,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,309,244,0,32,10135.0,0.0,10135.0,10135.0,4.5045941E7,0.0,4.5045941E7,4.5045941E7,No Label
151.101.36.133-192.168.1.177-443-34336-6,192.168.1.177,34336,151.101.36.133,443,6,08/05/2019 03:55:34,42799,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.73006378653707,42799.0,0.0,42799.0,42799.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,23.365031893268537,23.365031893268537,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,245,62,0,32,0,0,0,0,0,0,0,0,No Label
151.101.36.133-192.168.1.177-443-34334-6,192.168.1.177,34334,151.101.36.133,443,6,08/05/2019 03:55:33,41759,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.89386719030628,41759.0,0.0,41759.0,41759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,23.94693359515314,23.94693359515314,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,245,61,0,32,0,0,0,0,0,0,0,0,No Label
173.194.222.189-192.168.1.177-443-53345-17,192.168.1.177,53345,173.194.222.189,443,17,08/05/2019 03:55:04,39383386,4,4,104.0,122.0,29.0,23.0,26.0,3.4641016151377544,40.0,21.0,30.5,10.969655114602888,5.738460375143975,0.20313134071306108,5626198.0,7113710.197869183,1.4975521E7,9942.0,3.9383386E7,1.3127795333333334E7,2249677.846362971,1.4975521E7,1.0622641E7,3.9341119E7,1.3113706333333334E7,2278138.131303134,1.5011585E7,1.0587283E7,0,0,0,0,32,32,0.10156567035653054,0.10156567035653054,21.0,40.0,27.666666666666668,7.599342076785332,57.75,0,0,0,0,0,0,0,0,1.0,31.125,26.0,30.5,0,0,0,0,0,0,4,104,4,122,-1,-1,3,8,17638.333333333332,8118.683411325591,26122.0,9942.0,1.3101685E7,2263161.900180365,1.4975521E7,1.0587283E7,No Label
