Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.5-79.125.105.117-48020-443-6,79.125.105.117,443,192.168.100.5,48020,6,11/05/2019 03:17:39,3471908,3,0,77.0,0.0,46.0,0.0,25.666666666666668,23.459184413217212,0,0,0,0,22.178007020923367,0.8640781956203909,1735954.0,2454880.997021648,3471817.0,91.0,3471908.0,1735954.0,2454880.997021648,3471817.0,91.0,0,0,0,0,0,0,0,0,0,96,0,0.8640781956203909,0.0,0.0,46.0,19.25,23.05609102457165,531.5833333333334,0,0,0,0,1,0,0,0,0.0,25.666666666666668,25.666666666666668,0.0,0,0,0,0,0,0,3,77,0,0,269,-1,2,32,0,0,0,0,0,0,0,0,No Label
185.26.182.94-192.168.100.5-443-59156-6,185.26.182.94,443,192.168.100.5,59156,6,11/05/2019 03:17:50,46,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,673913.0434782609,43478.260869565216,46.0,0.0,46.0,46.0,46.0,46.0,0.0,46.0,46.0,0,0,0,0,0,1,0,0,0,64,0,43478.260869565216,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,59,-1,0,32,0,0,0,0,0,0,0,0,No Label
185.26.182.111-192.168.100.5-443-44432-6,185.26.182.111,443,192.168.100.5,44432,6,11/05/2019 03:18:07,18029965,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0,0,0,0,1.719359965479689,0.16638967407867958,9014982.5,1.2749069503862802E7,1.8029936E7,29.0,1.8029965E7,9014982.5,1.2749069503862802E7,1.8029936E7,29.0,0,0,0,0,0,0,0,0,0,96,0,0.16638967407867958,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,3,31,0,0,78,-1,1,32,0,0,0,0,1.8029936E7,0.0,1.8029936E7,1.8029936E7,No Label
185.26.182.111-192.168.100.5-443-44432-6,185.26.182.111,443,192.168.100.5,44432,6,11/05/2019 03:18:25,306850,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,101.02656020857096,6.517842594101352,306850.0,0.0,306850.0,306850.0,306850.0,306850.0,0.0,306850.0,306850.0,0,0,0,0,0,0,0,0,0,64,0,6.517842594101352,0.0,0.0,31.0,10.333333333333334,17.8978583448784,320.33333333333337,0,0,0,0,1,1,0,0,0.0,15.5,15.5,0.0,0,0,0,0,0,0,2,31,0,0,78,-1,1,32,0,0,0,0,0,0,0,0,No Label
185.26.182.111-192.168.100.5-443-44432-6,185.26.182.111,443,192.168.100.5,44432,6,11/05/2019 03:18:26,1096230,2,0,62.0,0.0,31.0,31.0,31.0,0.0,0,0,0,0,56.557474252665955,1.824434653311805,1096230.0,0.0,1096230.0,1096230.0,1096230.0,1096230.0,0.0,1096230.0,1096230.0,0,0,0,0,0,1,0,0,0,64,0,1.824434653311805,0.0,31.0,31.0,31.0,0.0,0.0,0,1,0,0,1,1,0,0,0.0,46.5,31.0,0.0,0,0,0,0,0,0,2,62,0,0,78,-1,1,32,0,0,0,0,0,0,0,0,No Label
185.26.182.111-192.168.100.5-443-44432-6,185.26.182.111,443,192.168.100.5,44432,6,11/05/2019 03:18:29,4191798,2,0,62.0,0.0,31.0,31.0,31.0,0.0,0,0,0,0,14.790789059969015,0.47712222774093593,4191798.0,0.0,4191798.0,4191798.0,4191798.0,4191798.0,0.0,4191798.0,4191798.0,0,0,0,0,0,1,0,0,0,64,0,0.47712222774093593,0.0,31.0,31.0,31.0,0.0,0.0,0,1,0,0,1,1,0,0,0.0,46.5,31.0,0.0,0,0,0,0,0,0,2,62,0,0,78,-1,1,32,0,0,0,0,0,0,0,0,No Label
192.168.100.5-74.125.131.198-46416-443-6,74.125.131.198,443,192.168.100.5,46416,6,11/05/2019 03:17:35,56734566,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.14100751206944986,8104937.999999999,1.2758636014008759E7,3.4055558E7,116548.0,5.6734566E7,8104937.999999999,1.2758636014008759E7,3.4055558E7,116548.0,0,0,0,0,0,0,0,0,0,320,0,0.14100751206944986,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,60192,-1,0,40,141625.0,35464.2335036301,166702.0,116548.0,2.5034326E7,1.2757948643714162E7,3.4055558E7,1.6013094E7,No Label
192.168.100.5-74.125.131.198-46412-443-6,74.125.131.198,443,192.168.100.5,46412,6,11/05/2019 03:17:35,56730158,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1410184685189842,8104308.285714285,1.2755385021093166E7,3.4047312E7,122297.0,5.6730158E7,8104308.285714285,1.2755385021093166E7,3.4047312E7,122297.0,0,0,0,0,0,0,0,0,0,320,0,0.1410184685189842,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,60192,-1,0,40,144213.0,30993.90443296875,166129.0,122297.0,2.50305025E7,1.2751694284234567E7,3.4047312E7,1.6013693E7,No Label
173.194.220.113-192.168.100.5-443-58728-6,173.194.220.113,443,192.168.100.5,58728,6,11/05/2019 03:17:49,30349952,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.197693887621305,6069990.4,6223555.238912104,1.598927E7,449157.0,3.0349952E7,6069990.4,6223555.238912104,1.598927E7,449157.0,0,0,0,0,0,0,0,0,0,240,0,0.197693887621305,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,60192,-1,0,40,6387594.0,0.0,6387594.0,6387594.0,1.1981179E7,5668296.65142554,1.598927E7,7973088.0,No Label
173.194.220.113-192.168.100.5-443-58726-6,173.194.220.113,443,192.168.100.5,58726,6,11/05/2019 03:17:49,30349760,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1976951382811594,6069952.0,6222780.559997878,1.5988885E7,461692.0,3.034976E7,6069952.0,6222780.559997878,1.5988885E7,461692.0,0,0,0,0,0,0,0,0,0,240,0,0.1976951382811594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,60192,-1,0,40,6387306.0,0.0,6387306.0,6387306.0,1.1981227E7,5667684.296953034,1.5988885E7,7973569.0,No Label
