Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
151.101.193.69-192.168.100.5-443-33668-6,151.101.193.69,443,192.168.100.5,33668,6,11/05/2019 03:13:51,9982748,50,0,60915.0,0.0,2788.0,0.0,1218.3000000000002,1111.8640213806798,0,0,0,0,6102.027217355381,5.008640907293262,203729.55102040817,691999.2214221313,4082875.0,10.0,9982748.0,203729.55102040817,691999.2214221313,4082875.0,10.0,0,0,0,0,0,0,0,0,0,1672,0,5.008640907293262,0.0,0.0,2788.0,1194.4117647058822,1113.8311393828164,1240619.8070588233,0,0,0,0,1,0,0,0,0.0,1218.3,1218.3,0.0,0,0,0,0,0,0,50,60915,0,0,125,-1,42,32,0,0,0,0,0,0,0,0,No Label
192.168.100.5-91.228.74.193-55594-443-6,91.228.74.193,443,192.168.100.5,55594,6,11/05/2019 03:13:51,10242290,6,0,3463.0,0.0,3381.0,0.0,577.1666666666667,1373.7536047875058,0,0,0,0,338.1079817111212,0.5858064944460663,2048458.0,4528813.81851076,1.0149753E7,36.0,1.024229E7,2048458.0,4528813.81851076,1.0149753E7,36.0,0,0,0,0,0,0,0,0,0,200,0,0.5858064944460663,0.0,0.0,3381.0,494.71428571428567,1272.8922073092328,1620254.5714285711,0,0,0,1,1,0,0,0,0.0,577.1666666666666,577.1666666666666,0.0,0,0,0,0,0,0,6,3463,0,0,26847,-1,3,32,92501.0,0.0,92501.0,92501.0,1.0149753E7,0.0,1.0149753E7,1.0149753E7,No Label
192.168.100.5-104.20.186.5-51592-443-6,104.20.186.5,443,192.168.100.5,51592,6,11/05/2019 03:13:47,43654925,4,0,63.0,0.0,39.0,0.0,15.75,19.189841062395487,0,0,0,0,1.4431361409966916,0.09162769149185344,1.4551641666666668E7,2.5203981782333545E7,4.3654693E7,81.0,4.3654925E7,1.4551641666666668E7,2.5203981782333545E7,4.3654693E7,81.0,0,0,0,0,0,0,0,0,0,80,0,0.09162769149185344,0.0,0.0,39.0,12.6,18.04993074778959,325.8,0,0,0,0,1,0,0,0,0.0,15.75,15.75,0.0,0,0,0,0,0,0,4,63,0,0,41,-1,2,20,0,0,0,0,4.3654693E7,0.0,4.3654693E7,4.3654693E7,No Label
192.168.100.5-87.245.197.140-56398-443-6,87.245.197.140,443,192.168.100.5,56398,6,11/05/2019 03:14:33,262967,10,0,9427.0,0.0,6055.0,0.0,942.6999999999999,1909.7311067268083,0,0,0,0,35848.60457776071,38.02758521031156,29218.555555555555,58980.120589718856,184896.0,138.0,262967.0,29218.555555555555,58980.120589718856,184896.0,138.0,0,0,0,0,0,0,0,0,0,328,0,38.02758521031156,0.0,0.0,6055.0,857.0,1833.8906728592083,3363155.0,0,0,0,1,1,0,0,0,0.0,942.7,942.7,0.0,0,0,0,0,0,0,10,9427,0,0,65535,-1,4,32,0,0,0,0,0,0,0,0,No Label
192.168.100.5-213.180.204.211-51494-443-6,213.180.204.211,443,192.168.100.5,51494,6,11/05/2019 03:14:26,9408522,6,0,1850.0,0.0,849.0,0.0,308.3333333333333,422.91590968733567,0,0,0,0,196.63024649355128,0.6377197183574637,1881704.4,4174953.2866648696,9350055.0,451.0,9408522.0,1881704.4,4174953.2866648696,9350055.0,451.0,0,0,0,0,0,0,0,0,0,132,0,0.6377197183574637,0.0,0.0,849.0,264.2857142857143,403.27356896847505,162629.5714285714,0,0,0,1,1,0,0,0,0.0,308.3333333333333,308.3333333333333,0.0,0,0,0,0,0,0,6,1850,0,0,28200,-1,3,20,58467.0,0.0,58467.0,58467.0,9350055.0,0.0,9350055.0,9350055.0,No Label
192.168.100.5-108.177.14.154-33109-443-17,108.177.14.154,443,192.168.100.5,33109,17,11/05/2019 03:13:51,10863,3,0,1401.0,0.0,1350.0,20.0,467.0,764.7202102730122,0,0,0,0,128969.89781828225,276.16680475006905,5431.5,7640.288770720646,10834.0,29.0,10863.0,5431.5,7640.288770720646,10834.0,29.0,0,0,0,0,0,0,0,0,0,24,0,276.16680475006905,0.0,20.0,1350.0,687.75,764.7136174194014,584786.9166666666,0,0,0,0,0,0,0,0,0.0,917.0,467.0,0.0,0,0,0,0,0,0,3,1401,0,0,-1,-1,2,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-64.233.161.94-47956-443-17,64.233.161.94,443,192.168.100.5,47956,17,11/05/2019 03:14:25,8683,3,0,1401.0,0.0,1350.0,20.0,467.0,764.7202102730122,0,0,0,0,161349.76390648395,345.5027064378671,4341.5,6076.168570736003,8638.0,45.0,8683.0,4341.5,6076.168570736003,8638.0,45.0,0,0,0,0,0,0,0,0,0,24,0,345.5027064378671,0.0,20.0,1350.0,687.75,764.7136174194014,584786.9166666666,0,0,0,0,0,0,0,0,0.0,917.0,467.0,0.0,0,0,0,0,0,0,3,1401,0,0,-1,-1,2,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-64.233.162.147-55536-443-6,64.233.162.147,443,192.168.100.5,55536,6,11/05/2019 03:13:36,58571501,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1365851969544028,8367357.285714287,1.2741754382578794E7,3.3794724E7,65640.0,5.8571501E7,8367357.285714287,1.2741754382578794E7,3.3794724E7,65640.0,0,0,0,0,0,0,0,0,0,320,0,0.1365851969544028,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,60192,-1,0,40,124773.66666666667,64706.979193386345,193893.0,65640.0,1.9285129666666668E7,1.3196248043388179E7,3.3794724E7,7999859.0,No Label
192.168.100.5-64.233.162.147-55546-443-6,64.233.162.147,443,192.168.100.5,55546,6,11/05/2019 03:13:36,58262486,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.13730962321106585,8323212.285714285,1.2668488146662986E7,3.3527733E7,25164.0,5.8262486E7,8323212.285714285,1.2668488146662986E7,3.3527733E7,25164.0,0,0,0,0,0,0,0,0,0,320,0,0.13730962321106585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,60192,-1,0,40,93969.33333333334,86790.66211484582,191475.0,25164.0,1.9213388666666668E7,1.3043278774152009E7,3.3527733E7,8000137.0,No Label
172.217.130.152-192.168.100.5-443-51118-6,172.217.130.152,443,192.168.100.5,51118,6,11/05/2019 03:13:47,47742619,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.14661952248576895,7957103.166666666,1.2741248257126858E7,3.3270855E7,139907.0,4.7742619E7,7957103.166666666,1.2741248257126858E7,3.3270855E7,139907.0,0,0,0,0,0,0,0,0,0,280,0,0.14661952248576895,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,65535,-1,0,40,3219619.0,4355370.478603169,6299331.0,139907.0,2.06516905E7,1.7846193581717096E7,3.3270855E7,8032526.0,No Label
192.168.100.5-2.19.112.179-52320-443-6,2.19.112.179,443,192.168.100.5,52320,6,11/05/2019 03:13:51,66676,6,0,5943.0,0.0,4096.0,0.0,990.5,1609.531577820081,0,0,0,0,89132.52144699742,89.98740176375307,13335.2,10476.405094305966,28599.0,2365.0,66676.0,13335.2,10476.405094305966,28599.0,2365.0,0,0,0,0,0,0,0,0,0,200,0,89.98740176375307,0.0,0.0,4096.0,849.0,1516.2395369246026,2298982.3333333335,0,0,0,1,1,0,0,0,0.0,990.5,990.5,0.0,0,0,0,0,0,0,6,5943,0,0,28960,-1,4,32,0,0,0,0,0,0,0,0,No Label
192.168.100.5-192.0.73.2-37398-443-6,192.0.73.2,443,192.168.100.5,37398,6,11/05/2019 03:14:02,164069,17,0,2982.0,0.0,945.0,0.0,175.41176470588235,219.5976601718269,0,0,0,0,18175.27991271965,103.61494249370692,10254.312500000002,17152.8595311637,41702.0,6.0,164069.0,10254.312500000002,17152.8595311637,41702.0,6.0,0,0,0,0,0,0,0,0,0,352,0,103.61494249370692,0.0,0.0,945.0,165.66666666666669,217.01585737669305,47095.882352941175,0,0,0,1,1,0,0,0,0.0,175.41176470588235,175.41176470588235,0.0,0,0,0,0,0,0,17,2982,0,0,29200,-1,13,20,0,0,0,0,0,0,0,0,No Label
173.194.222.95-192.168.100.5-443-34693-17,173.194.222.95,443,192.168.100.5,34693,17,11/05/2019 03:13:51,10752,3,0,1401.0,0.0,1350.0,20.0,467.0,764.7202102730122,0,0,0,0,130301.33928571429,279.01785714285717,5376.0,7550.486209509954,10715.0,37.0,10752.0,5376.0,7550.486209509954,10715.0,37.0,0,0,0,0,0,0,0,0,0,24,0,279.01785714285717,0.0,20.0,1350.0,687.75,764.7136174194014,584786.9166666666,0,0,0,0,0,0,0,0,0.0,917.0,467.0,0.0,0,0,0,0,0,0,3,1401,0,0,-1,-1,2,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-104.20.186.5-51592-443-6,104.20.186.5,443,192.168.100.5,51592,6,11/05/2019 03:14:31,13699,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,145.99605810643112,13699.0,0.0,13699.0,13699.0,13699.0,13699.0,0.0,13699.0,13699.0,0,0,0,0,0,0,0,0,0,40,0,145.99605810643112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,41,-1,0,20,0,0,0,0,0,0,0,0,No Label
