Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
151.101.1.69-192.168.100.5-443-37338-6,151.101.1.69,443,192.168.100.5,37338,6,11/05/2019 02:59:29,12491238,4,0,89.0,0.0,58.0,0.0,22.25,27.95681193078591,0,0,0,0,7.124994336029784,0.32022446454066444,4163746.0,7211730.421243781,1.2491135E7,25.0,1.2491238E7,4163746.0,7211730.421243781,1.2491135E7,25.0,0,0,0,0,0,0,0,0,0,128,0,0.32022446454066444,0.0,0.0,58.0,17.8,26.17632518135424,685.2,0,0,0,0,1,0,0,0,0.0,22.25,22.25,0.0,0,0,0,0,0,0,4,89,0,0,59,-1,2,32,0,0,0,0,1.2491135E7,0.0,1.2491135E7,1.2491135E7,No Label
151.101.129.69-192.168.100.5-443-58232-6,151.101.129.69,443,192.168.100.5,58232,6,11/05/2019 02:59:31,13208222,4,0,89.0,0.0,58.0,0.0,22.25,27.95681193078591,0,0,0,0,6.738227143668543,0.3028416693783615,4402740.666666666,7625676.99653174,1.3208114E7,24.0,1.3208222E7,4402740.666666666,7625676.99653174,1.3208114E7,24.0,0,0,0,0,0,0,0,0,0,128,0,0.3028416693783615,0.0,0.0,58.0,17.8,26.17632518135424,685.2,0,0,0,0,1,0,0,0,0.0,22.25,22.25,0.0,0,0,0,0,0,0,4,89,0,0,68,-1,2,32,0,0,0,0,1.3208114E7,0.0,1.3208114E7,1.3208114E7,No Label
192.168.100.5-74.125.131.198-56469-443-17,74.125.131.198,443,192.168.100.5,56469,17,11/05/2019 02:58:55,60014081,15,0,482.0,0.0,65.0,18.0,32.133333333333326,19.970931256155662,0,0,0,0,8.03144848623109,0.2499413429325028,4286720.071428571,6366234.778377411,1.5008077E7,28.0,6.0014081E7,4286720.071428571,6366234.778377411,1.5008077E7,28.0,0,0,0,0,0,0,0,0,0,120,0,0.2499413429325028,0.0,18.0,65.0,31.5,19.4593593591019,378.6666666666667,0,0,0,0,0,0,0,0,0.0,33.6,32.13333333333333,0.0,0,0,0,0,0,0,15,482,0,0,-1,-1,14,8,1669679.6666666667,2080646.2991682016,4001418.0,2476.0,1.37512605E7,1896408.074870227,1.5008077E7,1.0995721E7,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,11/05/2019 02:58:56,57886693,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.10365076477939411,1.15773386E7,1.0558619423757767E7,2.3222105E7,101767.0,5.7886693E7,1.15773386E7,1.0558619423757767E7,2.3222105E7,101767.0,0,0,0,0,0,0,0,0,0,0,0,0.10365076477939411,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,-1,-1,0,0,611845.0,0.0,611845.0,611845.0,1.9057693666666668E7,3615234.9394219643,2.3222105E7,1.6724127E7,No Label
151.101.129.69-192.168.100.5-443-58232-6,151.101.129.69,443,192.168.100.5,58232,6,11/05/2019 02:59:44,26900,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,74.34944237918215,26900.0,0.0,26900.0,26900.0,26900.0,26900.0,0.0,26900.0,26900.0,0,0,0,0,0,0,0,0,0,64,0,74.34944237918215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,68,-1,0,32,0,0,0,0,0,0,0,0,No Label
172.217.130.152-192.168.100.5-443-38515-17,172.217.130.152,443,192.168.100.5,38515,17,11/05/2019 02:59:15,16167801,2014,0,2710476.0,0.0,1350.0,20.0,1345.817279046671,70.4326518698773,0,0,0,0,167646.54636706624,124.56857923968757,8031.69448584203,349607.08772763645,1.5685795E7,7.0,1.6167801E7,8031.69448584203,349607.08772763645,1.5685795E7,7.0,0,0,0,0,0,0,0,0,0,16112,0,124.56857923968757,0.0,20.0,1350.0,1345.2352357320128,75.10609674820192,5640.925768750267,0,0,0,0,0,0,0,0,0.0,1345.90317775571,1345.8172790466733,0.0,0,0,0,0,0,0,2014,2710476,0,0,-1,-1,2013,8,312397.0,0.0,312397.0,312397.0,1.5685795E7,0.0,1.5685795E7,1.5685795E7,No Label
