Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.5-91.151.200.154-46350-53-17,91.151.200.154,53,192.168.100.5,46350,17,06/07/2019 10:27:09,2365,2,0,154.0,0.0,109.0,45.0,77.0,45.254833995939045,0,0,0,0,65116.27906976744,845.6659619450318,2365.0,0.0,2365.0,2365.0,2365.0,2365.0,0.0,2365.0,2365.0,0,0,0,0,0,0,0,0,0,16,0,845.6659619450318,0.0,45.0,109.0,66.33333333333333,36.95041722813605,1365.3333333333333,0,0,0,0,0,0,0,0,0.0,99.5,77.0,0.0,0,0,0,0,0,0,2,154,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-91.151.200.154-51443-53-17,91.151.200.154,53,192.168.100.5,51443,17,06/07/2019 10:26:40,44,2,0,154.0,0.0,109.0,45.0,77.0,45.254833995939045,0,0,0,0,3500000.0,45454.545454545456,44.0,0.0,44.0,44.0,44.0,44.0,0.0,44.0,44.0,0,0,0,0,0,0,0,0,0,16,0,45454.545454545456,0.0,45.0,109.0,66.33333333333333,36.95041722813605,1365.3333333333333,0,0,0,0,0,0,0,0,0.0,99.5,77.0,0.0,0,0,0,0,0,0,2,154,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-91.151.200.154-33368-53-17,91.151.200.154,53,192.168.100.5,33368,17,06/07/2019 10:27:16,692,2,0,154.0,0.0,109.0,45.0,77.0,45.254833995939045,0,0,0,0,222543.35260115608,2890.173410404624,692.0,0.0,692.0,692.0,692.0,692.0,0.0,692.0,692.0,0,0,0,0,0,0,0,0,0,16,0,2890.173410404624,0.0,45.0,109.0,66.33333333333333,36.95041722813605,1365.3333333333333,0,0,0,0,0,0,0,0,0.0,99.5,77.0,0.0,0,0,0,0,0,0,2,154,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-104.20.187.5-54666-443-6,104.20.187.5,443,192.168.100.5,54666,6,06/07/2019 10:26:32,45960335,9,0,351.0,0.0,39.0,39.0,39.0,0.0,0,0,0,0,7.637020052181952,0.1958210269790244,5745041.875,374195.58376772405,6002192.0,5054642.0,4.5960335E7,5745041.875,374195.58376772405,6002192.0,5054642.0,0,0,0,0,0,1,0,0,0,180,0,0.1958210269790244,0.0,39.0,39.0,39.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,43.333333333333336,39.0,0.0,0,0,0,0,0,0,9,351,0,0,34,-1,8,20,0,0,0,0,5745041.875,374195.58376772405,6002192.0,5054642.0,No Label
192.168.100.5-91.151.200.154-57198-53-17,91.151.200.154,53,192.168.100.5,57198,17,06/07/2019 10:26:33,34,2,0,154.0,0.0,109.0,45.0,77.0,45.254833995939045,0,0,0,0,4529411.764705882,58823.529411764706,34.0,0.0,34.0,34.0,34.0,34.0,0.0,34.0,34.0,0,0,0,0,0,0,0,0,0,16,0,58823.529411764706,0.0,45.0,109.0,66.33333333333333,36.95041722813605,1365.3333333333333,0,0,0,0,0,0,0,0,0.0,99.5,77.0,0.0,0,0,0,0,0,0,2,154,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-91.151.200.154-60623-53-17,91.151.200.154,53,192.168.100.5,60623,17,06/07/2019 10:27:09,3875,2,0,424.0,0.0,224.0,200.0,212.0,16.97056274847714,0,0,0,0,109419.35483870968,516.1290322580645,3875.0,0.0,3875.0,3875.0,3875.0,3875.0,0.0,3875.0,3875.0,0,0,0,0,0,0,0,0,0,16,0,516.1290322580645,0.0,200.0,224.0,208.0,13.856406460551018,192.0,0,0,0,0,0,0,0,0,0.0,312.0,212.0,0.0,0,0,0,0,0,0,2,424,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,No Label
188.43.76.56-192.168.100.5-80-33120-6,188.43.76.56,80,192.168.100.5,33120,6,06/07/2019 10:26:33,43952608,12,0,3072.0,0.0,384.0,0.0,256.0,189.06853014425508,0,0,0,0,69.89346343224958,0.2730213415322249,3995691.6363636362,4658084.244603317,1.0239755E7,1881.0,4.3952608E7,3995691.6363636362,4658084.244603317,1.0239755E7,1881.0,0,0,0,0,0,0,0,0,0,392,0,0.2730213415322249,0.0,0.0,384.0,236.30769230769232,194.445958480064,37809.23076923077,0,0,0,1,1,0,0,0,0.0,256.0,256.0,0.0,0,0,0,0,0,0,12,3072,0,0,28960,-1,8,32,28739.0,7330.708833393944,35897.0,21247.0,8770064.2,1416533.7071318494,1.0239755E7,7365493.0,No Label
192.168.100.5-91.151.200.154-47550-53-17,91.151.200.154,53,192.168.100.5,47550,17,06/07/2019 10:27:16,3892,2,0,154.0,0.0,109.0,45.0,77.0,45.254833995939045,0,0,0,0,39568.34532374101,513.874614594039,3892.0,0.0,3892.0,3892.0,3892.0,3892.0,0.0,3892.0,3892.0,0,0,0,0,0,0,0,0,0,16,0,513.874614594039,0.0,45.0,109.0,66.33333333333333,36.95041722813605,1365.3333333333333,0,0,0,0,0,0,0,0,0.0,99.5,77.0,0.0,0,0,0,0,0,0,2,154,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-91.151.200.154-34988-53-17,91.151.200.154,53,192.168.100.5,34988,17,06/07/2019 10:26:40,43,2,0,424.0,0.0,224.0,200.0,212.0,16.97056274847714,0,0,0,0,9860465.11627907,46511.62790697674,43.0,0.0,43.0,43.0,43.0,43.0,0.0,43.0,43.0,0,0,0,0,0,0,0,0,0,16,0,46511.62790697674,0.0,200.0,224.0,208.0,13.856406460551018,192.0,0,0,0,0,0,0,0,0,0.0,312.0,212.0,0.0,0,0,0,0,0,0,2,424,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,No Label
192.168.100.5-35.160.254.42-35232-443-6,35.160.254.42,443,192.168.100.5,35232,6,06/07/2019 10:26:33,43927102,5,0,140.0,0.0,35.0,0.0,28.0,15.652475842498529,0,0,0,0,3.1870984796584123,0.11382494570208616,1.09817755E7,1.2561980909325473E7,2.9078743E7,521.0,4.3927102E7,1.09817755E7,1.2561980909325473E7,2.9078743E7,521.0,0,0,0,0,0,0,0,0,0,160,0,0.11382494570208616,0.0,0.0,35.0,23.333333333333332,18.07392228230128,326.66666666666663,0,0,0,0,1,0,0,0,0.0,28.0,28.0,0.0,0,0,0,0,0,0,5,140,0,0,118,-1,4,32,521.0,0.0,521.0,521.0,1.4642193666666666E7,1.2502522930201182E7,2.9078743E7,7372810.0,No Label
