Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.177-192.168.1.1-54093-53-17,192.168.1.177,54093,192.168.1.1,53,17,08/05/2019 04:20:40,7114,1,1,33.0,129.0,33.0,33.0,33.0,0.0,129.0,129.0,129.0,0.0,22771.998875456848,281.135788585887,7114.0,0.0,7114.0,7114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,140.5678942929435,140.5678942929435,33.0,129.0,65.0,55.42562584220407,3072.0,0,0,0,0,0,0,0,0,1.0,97.5,33.0,129.0,0,0,0,0,0,0,1,33,1,129,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.177-192.168.1.1-46256-53-17,192.168.1.177,46256,192.168.1.1,53,17,08/05/2019 04:20:34,4553,1,1,50.0,95.0,50.0,50.0,50.0,0.0,95.0,95.0,95.0,0.0,31847.133757961787,439.2708104546453,4553.0,0.0,4553.0,4553.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,219.63540522732265,219.63540522732265,50.0,95.0,65.0,25.98076211353316,675.0,0,0,0,0,0,0,0,0,1.0,97.5,50.0,95.0,0,0,0,0,0,0,1,50,1,95,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
151.101.84.133-192.168.1.177-443-58446-6,192.168.1.177,58446,151.101.84.133,443,6,08/05/2019 04:20:37,18353,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.97400969868686,18353.0,0.0,18353.0,18353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,54.48700484934343,54.48700484934343,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,245,61,0,32,0,0,0,0,0,0,0,0,No Label
192.168.1.177-192.30.253.125-54518-443-6,192.168.1.177,54518,192.30.253.125,443,6,08/05/2019 04:20:46,8810604,2,3,28.0,24.0,28.0,0.0,14.0,19.79898987322333,24.0,0.0,8.0,13.856406460551018,5.901979024366548,0.567497983112168,2202651.0,4163795.7938018525,8446800.0,285.0,8585436.0,8585436.0,0.0,8585436.0,8585436.0,8672253.0,4336126.5,5813370.214187679,8446800.0,225453.0,0,0,0,0,64,96,0.22699919324486723,0.3404987898673008,0.0,28.0,8.666666666666668,13.48579499572297,181.86666666666667,0,0,0,0,1,0,0,0,1.0,10.4,14.0,8.0,0,0,0,0,0,0,2,28,3,24,304,31,1,32,138351.0,0.0,138351.0,138351.0,8446800.0,0.0,8446800.0,8446800.0,No Label
151.101.84.133-192.168.1.177-443-58406-6,192.168.1.177,58406,151.101.84.133,443,6,08/05/2019 04:20:35,16805,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.01219875037191,16805.0,0.0,16805.0,16805.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,59.506099375185954,59.506099375185954,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,419,66,0,32,0,0,0,0,0,0,0,0,No Label
185.199.111.154-192.168.1.177-443-39118-6,192.168.1.177,39118,185.199.111.154,443,6,08/05/2019 04:20:10,45096074,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08869951739036085,1.5032024666666668E7,2.5966705077855147E7,4.5015793E7,40133.0,4.5055926E7,4.5055926E7,0.0,4.5055926E7,4.5055926E7,4.5055941E7,4.5055941E7,0.0,4.5055941E7,4.5055941E7,0,0,0,0,64,64,0.04434975869518042,0.04434975869518042,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,270,63,0,32,40133.0,0.0,40133.0,40133.0,4.5015793E7,0.0,4.5015793E7,4.5015793E7,No Label
151.101.84.133-192.168.1.177-443-58466-6,192.168.1.177,58466,151.101.84.133,443,6,08/05/2019 04:20:10,45076753,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08873753617524316,1.5025584333333332E7,2.5989116371967293E7,4.5035231E7,20716.0,4.5056037E7,4.5056037E7,0.0,4.5056037E7,4.5056037E7,4.5055947E7,4.5055947E7,0.0,4.5055947E7,4.5055947E7,0,0,0,0,64,64,0.04436876808762158,0.04436876808762158,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,349,66,0,32,20806.0,0.0,20806.0,20806.0,4.5035231E7,0.0,4.5035231E7,4.5035231E7,No Label
192.168.1.177-64.233.163.188-46472-5228-6,192.168.1.177,46472,64.233.163.188,5228,6,08/05/2019 04:20:04,45069321,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0887521691307486,1.5023107E7,2.5999821621499866E7,4.5045115E7,11061.0,4.5056176E7,4.5056176E7,0.0,4.5056176E7,4.5056176E7,4.505826E7,4.505826E7,0.0,4.505826E7,4.505826E7,0,0,0,0,64,64,0.0443760845653743,0.0443760845653743,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,309,244,0,32,11061.0,0.0,11061.0,11061.0,4.5045115E7,0.0,4.5045115E7,4.5045115E7,No Label
173.194.73.100-192.168.1.177-443-43204-17,192.168.1.177,43204,173.194.73.100,443,17,08/05/2019 04:20:40,15052601,7,7,3224.0,2129.0,1350.0,23.0,460.57142857142856,622.9729413981684,1350.0,20.0,304.14285714285717,498.83445101938327,355.61960354891494,0.9300718194815634,1157892.3846153845,4153642.036688496,1.4982E7,14.0,1.5011866E7,2501977.666666667,6113941.917108689,1.4982E7,45.0,1.504238E7,2507063.3333333335,6131610.9413323235,1.502316E7,14.0,0,0,0,0,56,56,0.4650359097407817,0.4650359097407817,20.0,1350.0,446.86666666666673,584.3886752919874,341510.1238095238,0,0,0,0,0,0,0,0,1.0,478.7857142857143,460.57142857142856,304.14285714285717,0,0,0,0,0,0,7,3224,7,2129,-1,-1,6,8,29866.0,0.0,29866.0,29866.0,1.4982E7,0.0,1.4982E7,1.4982E7,No Label
192.168.1.177-95.213.255.17-34106-443-6,95.213.255.17,443,192.168.1.177,34106,6,08/05/2019 04:20:24,29978055,4,2,62.0,70.0,31.0,0.0,15.5,17.8978583448784,35.0,35.0,35.0,0.0,4.403220956129409,0.2001464070967913,5995611.0,1.3391167665098982E7,2.9950457E7,241.0,2.9978055E7,9992685.0,1.728393756517921E7,2.9950457E7,13204.0,2.9963694E7,2.9963694E7,0.0,2.9963694E7,2.9963694E7,1,0,0,0,128,64,0.13343093806452752,0.06671546903226376,0.0,35.0,23.28571428571429,16.007438746973083,256.23809523809524,0,1,0,0,1,0,0,0,0.0,27.166666666666668,15.5,35.0,0,0,0,0,0,0,4,62,2,70,249,386,1,32,13204.0,0.0,13204.0,13204.0,2.9950457E7,0.0,2.9950457E7,2.9950457E7,No Label
