Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.177-104.16.2.35-35048-443-6,104.16.2.35,443,192.168.1.177,35048,6,08/05/2019 03:52:08,91,3,2,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0.0,0.0,0.0,0.0,846153.8461538461,54945.054945054944,22.75,15.945218719101975,44.0,10.0,91.0,45.5,34.64823227814083,70.0,21.0,37.0,37.0,0.0,37.0,37.0,1,0,0,0,60,40,32967.03296703297,21978.021978021978,0.0,46.0,20.5,23.11493023999856,534.3,0,1,0,0,1,0,0,0,0.0,24.6,25.666666666666668,0.0,0,0,0,0,0,0,3,77,2,0,30,311,1,20,0,0,0,0,0,0,0,0,No Label
192.168.1.177-104.122.251.157-50000-443-6,192.168.1.177,50000,104.122.251.157,443,6,08/05/2019 03:52:10,20064824,10,9,643.0,6006.0,517.0,0.0,64.3,163.91735722613396,2648.0,0.0,667.3333333333334,955.3958603636505,331.3759442893693,0.9469308078655461,1114712.4444444443,4706862.605158535,1.9974777E7,15.0,2.00648E7,2229422.222222222,6654542.79228462,1.997482E7,46.0,2.0051379E7,2506422.375,7075270.283085887,2.0016818E7,27.0,0,0,0,0,328,296,0.4983846357187085,0.4485461721468376,0.0,2648.0,332.45,702.7374650158066,493839.94473684195,0,0,0,1,0,0,0,0,0.0,349.94736842105266,64.3,667.3333333333334,0,0,0,0,0,0,10,643,9,6006,29200,235,2,32,89980.0,0.0,89980.0,89980.0,1.9974777E7,0.0,1.9974777E7,1.9974777E7,No Label
185.26.182.111-192.168.1.177-443-59166-6,192.168.1.177,59166,185.26.182.111,443,6,08/05/2019 03:52:10,30743730,10,9,1010.0,4348.0,524.0,0.0,101.0,193.12172327317296,2394.0,0.0,483.1111111111111,854.6790983235235,174.27943844159444,0.6180121930552994,1707985.0,7157898.565959622,3.0388703E7,20.0,3.0743699E7,3415966.5555555555,1.0114982688982729E7,3.0388758E7,153.0,3.0706968E7,3838371.0000000005,1.072813485561501E7,3.0388725E7,86.0,0,0,0,0,328,296,0.32526957529226286,0.29274261776303656,0.0,2394.0,267.8999999999999,604.6592689928332,365612.83157894737,0,0,0,1,0,0,0,0,0.0,282.0,101.0,483.1111111111111,0,0,0,0,0,0,10,1010,9,4348,29200,61,3,32,354941.0,0.0,354941.0,354941.0,3.0388703E7,0.0,3.0388703E7,3.0388703E7,No Label
192.168.1.177-91.228.74.238-35370-443-6,192.168.1.177,35370,91.228.74.238,443,6,08/05/2019 03:52:10,31020102,7,4,643.0,3432.0,517.0,0.0,91.85714285714285,193.26185049601193,3381.0,0.0,858.0,1682.1718104878587,131.3664281310229,0.35460876305306793,3102010.1999999997,9752005.692973189,3.0856651E7,35.0,3.1020102E7,5170017.0,1.25838637435484E7,3.0856651E7,1214.0,81232.0,27077.333333333332,22206.82395871443,41336.0,1491.0,0,0,0,0,232,136,0.22566012194286142,0.12894864111020654,0.0,3381.0,339.5833333333333,969.2135948408084,939374.9924242425,0,0,0,1,0,0,0,0,0.0,370.45454545454544,91.85714285714286,858.0,0,0,0,0,0,0,7,643,4,3432,29200,110,2,32,0,0,0,0,0,0,0,0,No Label
192.168.1.177-91.228.74.238-35370-443-6,91.228.74.238,443,192.168.1.177,35370,6,08/05/2019 03:52:41,198,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,156565.65656565657,15151.515151515152,99.0,55.154328932550705,138.0,60.0,198.0,198.0,0.0,198.0,198.0,0,0,0,0,0,1,0,0,0,64,20,10101.010101010103,5050.505050505051,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,110,0,0,32,0,0,0,0,0,0,0,0,No Label
192.168.1.177-192.168.1.1-51711-53-17,192.168.1.177,51711,192.168.1.1,53,17,08/05/2019 03:52:10,4161,1,1,33.0,97.0,33.0,33.0,33.0,0.0,97.0,97.0,97.0,0.0,31242.48978610911,480.65368901706324,4161.0,0.0,4161.0,4161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,240.32684450853162,240.32684450853162,33.0,97.0,54.33333333333333,36.95041722813605,1365.3333333333333,0,0,0,0,0,0,0,0,1.0,81.5,33.0,97.0,0,0,0,0,0,0,1,33,1,97,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
185.26.182.111-192.168.1.177-443-59166-6,185.26.182.111,443,192.168.1.177,59166,6,08/05/2019 03:52:41,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133333.33333333334,15.0,0.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,66666.66666666667,66666.66666666667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,61,334,0,32,0,0,0,0,0,0,0,0,No Label
192.168.1.177-192.168.1.1-54010-53-17,192.168.1.177,54010,192.168.1.1,53,17,08/05/2019 03:52:42,3201,1,1,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,24992.18994064355,624.8047485160888,3201.0,0.0,3201.0,3201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,312.4023742580444,312.4023742580444,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,56.0,32.0,48.0,0,0,0,0,0,0,1,32,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.177-192.168.1.1-43019-53-17,192.168.1.177,43019,192.168.1.1,53,17,08/05/2019 03:52:10,4404,1,1,34.0,50.0,34.0,34.0,34.0,0.0,50.0,50.0,50.0,0.0,19073.56948228883,454.1326067211626,4404.0,0.0,4404.0,4404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,227.0663033605813,227.0663033605813,34.0,50.0,39.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,59.0,34.0,50.0,0,0,0,0,0,0,1,34,1,50,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
185.26.182.111-192.168.1.177-443-59168-6,192.168.1.177,59168,185.26.182.111,443,6,08/05/2019 03:52:10,128967,8,6,1014.0,4317.0,524.0,0.0,126.75,211.22415311025122,2896.0,0.0,719.5,1121.7065124175754,41336.15576077601,108.5549016415052,9920.538461538461,15532.376769270184,39563.0,14.0,128967.0,18423.857142857145,20808.0310731904,44517.0,302.0,92191.0,18438.2,20342.187854309082,40765.0,308.0,0,0,0,0,264,200,62.031372366574395,46.523529274930794,0.0,2896.0,355.4,753.2503662698839,567386.1142857142,0,0,0,1,0,0,0,0,0.0,380.7857142857143,126.75,719.5,0,0,0,0,0,0,8,1014,6,4317,29200,61,3,32,0,0,0,0,0,0,0,0,No Label
